                                                             Stdlib	                                                                                     Containers	                                                                             Batteries	                                                                                                            Base
Array.length : 'a array -> int 	CCArray.length : 'a array -> int 	BatArray.length : 'a array -> int 	
	CCArray.lookup : cmp:'a CCArray.ord -> 'a -> 'a array -> int option 		
	CCArray.lookup_exn : cmp:'a CCArray.ord -> 'a -> 'a array -> int 		
Array.make : int -> 'a -> 'a array 	CCArray.make : int -> 'a -> 'a array 	BatArray.make : int -> 'a -> 'a array 	
Array.make_float : int -> float array 	CCArray.make_float : int -> float array 	BatArray.make_float : int -> float array 	
Array.make_matrix : int -> int -> 'a -> 'a array array 	CCArray.make_matrix : int -> int -> 'a -> 'a array array 	BatArray.make_matrix : int -> int -> 'a -> 'a array array 	
Array.map : ('a -> 'b) -> 'a array -> 'b array 	CCArray.map : ('a -> 'b) -> 'a array -> 'b array 	BatArray.map : ('a -> 'b) -> 'a array -> 'b array 	
Array.map2 : ('a -> 'b -> 'c) -> 'a array -> 'b array -> 'c array 	CCArray.map2 : ('a -> 'b -> 'c) -> 'a array -> 'b array -> 'c array 	BatArray.map2 : ('a -> 'b -> 'c) -> 'a array -> 'b array -> 'c array 	
Array.mapi : (int -> 'a -> 'b) -> 'a array -> 'b array 	CCArray.mapi : (int -> 'a -> 'b) -> 'a array -> 'b array 	BatArray.mapi : (int -> 'a -> 'b) -> 'a array -> 'b array 	
		BatArray.max : 'a array -> 'a 	
Array.mem : 'a -> 'a array -> bool 	CCArray.mem : ?eq:('a -> 'a -> bool) -> 'a -> 'a array -> bool 	BatArray.mem : 'a -> 'a array -> bool 	
Array.memq : 'a -> 'a array -> bool 	CCArray.memq : 'a -> 'a array -> bool 	BatArray.memq : 'a -> 'a array -> bool 	
		BatArray.min : 'a array -> 'a 	
		BatArray.min_max : 'a array -> 'a * 'a 	
		BatArray.modify : ('a -> 'a) -> 'a array -> unit 	
		BatArray.modifyi : (int -> 'a -> 'a) -> 'a array -> unit 	
	CCArray.monoid_product : ('a -> 'b -> 'c) -> 'a array -> 'b array -> 'c array 		
		BatArray.of_backwards : 'a BatEnum.t -> 'a array 	
		BatArray.of_enum : 'a BatEnum.t -> 'a array 	
Array.of_list : 'a list -> 'a array 	CCArray.of_list : 'a list -> 'a array 	BatArray.of_list : 'a list -> 'a array 	
Array.of_seq : 'a Seq.t -> 'a array 	CCArray.of_seq : 'a Seq.t -> 'a array 	BatArray.of_seq : 'a Seq.t -> 'a array 	
		BatArray.ord : 'a BatOrd.ord -> 'a array BatOrd.ord 	
		BatArray.partition : ('a -> bool) -> 'a array -> 'a array * 'a array 	
		BatArray.pivot_split : 'a BatOrd.ord -> 'a array -> 'a -> int * int 	
	CCArray.pp : ?pp_start:unit CCArray.printer -> ?pp_stop:unit CCArray.printer -> ?pp_sep:unit CCArray.printer -> 'a CCArray.printer -> 'a array CCArray.printer 		
	CCArray.pp_i : ?pp_start:unit CCArray.printer -> ?pp_stop:unit CCArray.printer -> ?pp_sep:unit CCArray.printer -> (int -> 'a CCArray.printer) -> 'a array CCArray.printer 		
		BatArray.print : ?first:string -> ?last:string -> ?sep:string -> ('a, 'b) BatIO.printer -> ('a array, 'b) BatIO.printer 	
	CCArray.random : 'a CCArray.random_gen -> 'a array CCArray.random_gen 		
	CCArray.random_choose : 'a array -> 'a CCArray.random_gen 		
	CCArray.random_len : int -> 'a CCArray.random_gen -> 'a array CCArray.random_gen 		
	CCArray.random_non_empty : 'a CCArray.random_gen -> 'a array CCArray.random_gen 		
		BatArray.range : 'a array -> int BatEnum.t 	
		BatArray.reduce : ('a -> 'a -> 'a) -> 'a array -> 'a 	
		BatArray.remove_at : int -> 'a array -> 'a array 	
	CCArray.rev : 'a array -> 'a array 	BatArray.rev : 'a array -> 'a array 	
	CCArray.reverse_in_place : 'a array -> unit 	BatArray.rev_in_place : 'a array -> unit 	
		BatArray.right : 'a array -> int -> 'a array 	
	CCArray.scan_left : ('acc -> 'a -> 'acc) -> 'acc -> 'a array -> 'acc array 		
Array.set : 'a array -> int -> 'a -> unit 	CCArray.set : 'a array -> int -> 'a -> unit 	BatArray.set : 'a array -> int -> 'a -> unit 	
	CCArray.shuffle : 'a array -> unit 	BatArray.shuffle : ?state:Random.State.t -> 'a array -> unit 	
	CCArray.shuffle_with : Random.State.t -> 'a array -> unit 		
		BatArray.singleton : 'a -> 'a array 	
Array.sort : ('a -> 'a -> int) -> 'a array -> unit 	CCArray.sort : ('a -> 'a -> int) -> 'a array -> unit 	BatArray.sort : ('a -> 'a -> int) -> 'a array -> unit 	
	CCArray.sort_generic : (module CCArray.MONO_ARRAY with type elt = 'elt and type t = 'arr) -> cmp:('elt -> 'elt -> int) -> 'arr -> unit 		
	CCArray.sort_indices : ('a -> 'a -> int) -> 'a array -> int array 		
	CCArray.sort_ranking : ('a -> 'a -> int) -> 'a array -> int array 		
	CCArray.sorted : ('a -> 'a -> int) -> 'a array -> 'a array 		
		BatArray.split : ('a * 'b) array -> 'a array * 'b array 	
Array.stable_sort : ('a -> 'a -> int) -> 'a array -> unit 	CCArray.stable_sort : ('a -> 'a -> int) -> 'a array -> unit 	BatArray.stable_sort : ('a -> 'a -> int) -> 'a array -> unit 	
Array.sub : 'a array -> int -> int -> 'a array 	CCArray.sub : 'a array -> int -> int -> 'a array 	BatArray.sub : 'a array -> int -> int -> 'a array 	
		BatArray.sum : int array -> int 	
	CCArray.swap : 'a array -> int -> int -> unit 		
		BatArray.tail : 'a array -> int -> 'a array	
	CCArray.to_gen : 'a array -> 'a CCArray.gen 		
	CCArray.to_iter : 'a array -> 'a CCArray.iter		
Array.to_list : 'a array -> 'a list 	CCArray.to_list : 'a array -> 'a list	BatArray.to_list : 'a array -> 'a list	
Array.to_seq : 'a array -> 'a Seq.t 	CCArray.to_seq : 'a array -> 'a Seq.t	BatArray.to_seq : 'a array -> 'a Seq.t	
Array.to_seqi : 'a array -> (int * 'a) Seq.t 	CCArray.to_seqi : 'a array -> (int * 'a) Seq.t 	BatArray.to_seqi : 'a array -> (int * 'a) Seq.t	
	CCArray.to_string : ?sep:string -> ('a -> string) -> 'a array -> string		
Array.unsafe_get : 'a array -> int -> 'a 	CCArray.unsafe_get : 'a array -> int -> 'a 	BatArray.unsafe_get : 'a array -> int -> 'a 	
Array.unsafe_set : 'a array -> int -> 'a -> unit 	CCArray.unsafe_set : 'a array -> int -> 'a -> unit 	BatArray.unsafe_set : 'a array -> int -> 'a -> unit 	
